0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.007716049382222222,0.007716049382222222,0.007716049382222222,0.007716049382222222
0.022119341564444447,0.022119341564444447,0.022119341564444447,0.022119341564444447
0.05596707817777779,0.05596707817777779,0.05596707817777779,0.05596707817777779
0.10915637862222222,0.10915637862222222,0.10915637862222222,0.10915637862222222
0.14475308639999998,0.14475308639999998,0.14475308639999998,0.14475308639999998
0.15853909466666669,0.15853909466666669,0.15853909466666669,0.15853909466666669
0.17211934155555558,0.17211934155555558,0.17211934155555558,0.17211934155555558
0.1455761316888889,0.1455761316888889,0.1455761316888889,0.1455761316888889
0.1093621399111111,0.1093621399111111,0.1093621399111111,0.1093621399111111
0.04969135804444444,0.04969135804444444,0.04969135804444444,0.04969135804444444
0.008847736626666668,0.008847736626666668,0.008847736626666668,0.008847736626666668
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.007716049382222222,0.007716049382222222,0.007716049382222222,0.007716049382222222
0.022119341564444447,0.022119341564444447,0.022119341564444447,0.022119341564444447
0.05596707817777779,0.05596707817777779,0.05596707817777779,0.05596707817777779
0.10915637862222222,0.10915637862222222,0.10915637862222222,0.10915637862222222
0.14475308639999998,0.14475308639999998,0.14475308639999998,0.14475308639999998
0.15853909466666669,0.15853909466666669,0.15853909466666669,0.15853909466666669
0.17211934155555558,0.17211934155555558,0.17211934155555558,0.17211934155555558
0.1455761316888889,0.1455761316888889,0.1455761316888889,0.1455761316888889
0.1093621399111111,0.1093621399111111,0.1093621399111111,0.1093621399111111
0.04969135804444444,0.04969135804444444,0.04969135804444444,0.04969135804444444
0.008847736626666668,0.008847736626666668,0.008847736626666668,0.008847736626666668
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
